OGNTsort	extendedStrNo	RMAC	description
103518	G4202	N-NSF	『N-NSF』
103519	G167	N-NSF	『N-NSF』
103520	G766	N-NSF	『N-NSF』
103521	G1495	N-NSF	『N-NSF』
103522	G5331	N-NSF	『N-NSF』
103523	G2189	N-NPF	『N-NPF』
103524	G2054	N-NSF	『N-NSF』
103525	G2205	N-NSM	『N-NSM』
103526	G2372	N-NPM	『N-NPM』
103527	G2052	N-NPF	『N-NPF』
103528	G1370	N-NPF	『N-NPF』
103529	G139	N-NPF	『N-NPF』
103530	G5355	N-NPM	『N-NPM』
103531	G3178	N-NPF	『N-NPF』
103532	G2970	N-NPM	『N-NPM』
103533	G2532	CONJ	『CONJ』
103534	G3588	T-NPN	『T-NPN』
103535	G3664	A-NPN	『A-NPN』
103536	G3778	D-DPN	『D-DPN』
103537	G3739	R-APN	『R-APN』
103538	G4302	V-PAI-1S	『V-PAI-1S』
103539	G4771	P-2DP	『P-2DP』
103540	G2531	CONJ	『CONJ』
103541	G4277	V-2AAI-1S	『V-2AAI-1S』
103542	G3754	CONJ	『CONJ』
103543	G3588	T-NPM	『T-NPM』
103544	G3588	T-APN	『T-APN』
103545	G5108	D-APN	『D-APN』
103546	G4238	V-PAP-NPM	『V-PAP-NPM』
103547	G932	N-ASF	『N-ASF』
103548	G2316	N-GSM	『N-GSM』
103549	G3756	PRT-N	『PRT-N』
103550	G2816	V-FAI-3P	『V-FAI-3P』
103551	G3588	T-NSM	『T-NSM』
103552	G1161	CONJ	『CONJ』
103553	G2590	N-NSM	『N-NSM』
103554	G3588	T-GSN	『T-GSN』
103555	G4151	N-GSN	『N-GSN』
103556	G1510	V-PAI-3S	『V-PAI-3S』
103557	G26	N-NSF	『N-NSF』
103558	G5479	N-NSF	『N-NSF』
103559	G1515	N-NSF	『N-NSF』
103560	G3115	N-NSF	『N-NSF』
103561	G5544	N-NSF	『N-NSF』
103562	G19	N-NSF	『N-NSF』
103563	G4102	N-NSF	『N-NSF』
103564	G4240	N-NSF	『N-NSF』
103565	G1466	N-NSF	『N-NSF』
103566	G2596	PREP	『PREP』
103567	G3588	T-GPN	『T-GPN』
103568	G5108	D-GPN	『D-GPN』
103569	G3756	PRT-N	『PRT-N』
103570	G1510	V-PAI-3S	『V-PAI-3S』
103571	G3551	N-NSM	『N-NSM』
103572	G3588	T-NPM	『T-NPM』
103573	G1161	CONJ	『CONJ』
103574	G3588	T-GSM	『T-GSM』
103575	G5547	N-GSM-T	『N-GSM-T』
103576	G2424	N-GSM-P	『N-GSM-P』
103577	G3588	T-ASF	『T-ASF』
103578	G4561	N-ASF	『N-ASF』
103579	G4717	V-AAI-3P	『V-AAI-3P』
103580	G4862	PREP	『PREP』
103581	G3588	T-DPN	『T-DPN』
103582	G3804	N-DPN	『N-DPN』
103583	G2532	CONJ	『CONJ』
103584	G3588	T-DPF	『T-DPF』
103585	G1939	N-DPF	『N-DPF』
103586	G1487	CONJ	『CONJ』
103587	G2198	V-PAI-1P	『V-PAI-1P』
103588	G4151	N-DSN	『N-DSN』
103589	G4151	N-DSN	『N-DSN』
103590	G2532	CONJ	『CONJ』
103591	G4748	V-PAS-1P	『V-PAS-1P』
103592	G3361	PRT-N	『PRT-N』
103593	G1096	V-PNS-1P	『V-PNS-1P』
103594	G2755	A-NPM	『A-NPM』
103595	G240	C-APM	『C-APM』
103596	G4292	V-PMP-NPM	『V-PMP-NPM』
103597	G240	C-DPM	『C-DPM』
103598	G5354	V-PAP-NPM	『V-PAP-NPM』
103599	G80	N-VPM	『N-VPM』
103600	G1437	CONJ	『CONJ』
103601	G2532	CONJ	『CONJ』
103602	G4301	V-APS-3S	『V-APS-3S』
103603	G444	N-NSM	『N-NSM』
103604	G1722	PREP	『PREP』
103605	G5100	X-DSN	『X-DSN』
103606	G3900	N-DSN	『N-DSN』
103607	G4771	P-2NP	『P-2NP』
103608	G3588	T-NPM	『T-NPM』
103609	G4152	A-NPM	『A-NPM』
103610	G2675	V-PAM-2P	『V-PAM-2P』
103611	G3588	T-ASM	『T-ASM』
103612	G5108	D-ASM	『D-ASM』
103613	G1722	PREP	『PREP』
103614	G4151	N-DSN	『N-DSN』
103615	G4240	N-GSF	『N-GSF』
103616	G4648	V-PAP-NSM	『V-PAP-NSM』
103617	G4572	F-2ASM	『F-2ASM』
103618	G3361	PRT-N	『PRT-N』
103619	G2532	CONJ	『CONJ』
103620	G4771	P-2NS	『P-2NS』
103621	G3985	V-APS-2S	『V-APS-2S』
103622	G240	C-GPM	『C-GPM』
103623	G3588	T-APN	『T-APN』
103624	G922	N-APN	『N-APN』
103625	G941	V-PAM-2P	『V-PAM-2P』
103626	G2532	CONJ	『CONJ』
103627	G3779	ADV	『ADV』
103628	G378	V-FAI-2P	『V-FAI-2P』
103629	G3588	T-ASM	『T-ASM』
103630	G3551	N-ASM	『N-ASM』
103631	G3588	T-GSM	『T-GSM』
103632	G5547	N-GSM-T	『N-GSM-T』
103633	G1487	CONJ	『CONJ』
103634	G1063	CONJ	『CONJ』
103635	G1380	V-PAI-3S	『V-PAI-3S』
103636	G5100	X-NSM	『X-NSM』
103637	G1510	V-PAN	『V-PAN』
103638	G5100	X-NSN	『X-NSN』
103639	G3367	A-NSN	『A-NSN』
103640	G1510	V-PAP-NSM	『V-PAP-NSM』
103641	G5422	V-PAI-3S	『V-PAI-3S』
103642	G1438	F-3ASM	『F-3ASM』
103643	G3588	T-ASN	『T-ASN』
103644	G1161	CONJ	『CONJ』
103645	G2041	N-ASN	『N-ASN』
103646	G1438	F-3GSM	『F-3GSM』
103647	G1381	V-PAM-3S	『V-PAM-3S』
103648	G1538	A-NSM	『A-NSM』
103649	G2532	CONJ	『CONJ』
103650	G5119	ADV	『ADV』
103651	G1519	PREP	『PREP』
103652	G1438	F-3ASM	『F-3ASM』
103653	G3441	A-ASM	『A-ASM』
103654	G3588	T-ASN	『T-ASN』
103655	G2745	N-ASN	『N-ASN』
103656	G2192	V-FAI-3S	『V-FAI-3S』
103657	G2532	CONJ	『CONJ』
103658	G3756	PRT-N	『PRT-N』
103659	G1519	PREP	『PREP』
103660	G3588	T-ASM	『T-ASM』
103661	G2087	A-ASM	『A-ASM』
103662	G1538	A-NSM	『A-NSM』
103663	G1063	CONJ	『CONJ』
103664	G3588	T-ASN	『T-ASN』
103665	G2398	A-ASN	『A-ASN』
103666	G5413	N-ASN	『N-ASN』
103667	G941	V-FAI-3S	『V-FAI-3S』
103668	G2841	V-PAM-3S	『V-PAM-3S』
103669	G1161	CONJ	『CONJ』
103670	G3588	T-NSM	『T-NSM』
103671	G2727	V-PPP-NSM	『V-PPP-NSM』
103672	G3588	T-ASM	『T-ASM』
103673	G3056	N-ASM	『N-ASM』
103674	G3588	T-DSM	『T-DSM』
103675	G2727	V-PAP-DSM	『V-PAP-DSM』
103676	G1722	PREP	『PREP』
103677	G3956	A-DPN	『A-DPN』
103678	G18	A-DPN	『A-DPN』
103679	G3361	PRT-N	『PRT-N』
103680	G4105	V-PPM-2P	『V-PPM-2P』
103681	G2316	N-NSM	『N-NSM』
103682	G3756	PRT-N	『PRT-N』
103683	G3456	V-PPI-3S	『V-PPI-3S』
103684	G3739	R-ASN	『R-ASN』
103685	G1063	CONJ	『CONJ』
103686	G1437	PRT	『PRT』
103687	G4687	V-PAS-3S	『V-PAS-3S』
103688	G444	N-NSM	『N-NSM』
103689	G3778	D-ASN	『D-ASN』
103690	G2532	CONJ	『CONJ』
103691	G2325	V-FAI-3S	『V-FAI-3S』
103692	G3754	CONJ	『CONJ』
103693	G3588	T-NSM	『T-NSM』
103694	G4687	V-PAP-NSM	『V-PAP-NSM』
103695	G1519	PREP	『PREP』
103696	G3588	T-ASF	『T-ASF』
103697	G4561	N-ASF	『N-ASF』
103698	G1438	F-3GSM	『F-3GSM』
103699	G1537	PREP	『PREP』
103700	G3588	T-GSF	『T-GSF』
103701	G4561	N-GSF	『N-GSF』
103702	G2325	V-FAI-3S	『V-FAI-3S』
103703	G5356	N-ASF	『N-ASF』
103704	G3588	T-NSM	『T-NSM』
103705	G1161	CONJ	『CONJ』
103706	G4687	V-PAP-NSM	『V-PAP-NSM』
103707	G1519	PREP	『PREP』
103708	G3588	T-ASN	『T-ASN』
103709	G4151	N-ASN	『N-ASN』
103710	G1537	PREP	『PREP』
103711	G3588	T-GSN	『T-GSN』
103712	G4151	N-GSN	『N-GSN』
103713	G2325	V-FAI-3S	『V-FAI-3S』
103714	G2222	N-ASF	『N-ASF』
103715	G166	A-ASF	『A-ASF』
103716	G3588	T-ASN	『T-ASN』
103717	G1161	CONJ	『CONJ』
103718	G2570	A-ASN	『A-ASN』
103719	G4160	V-PAP-NPM	『V-PAP-NPM』
103720	G3361	PRT-N	『PRT-N』
103721	G1573	V-PAS-1P	『V-PAS-1P』
103722	G2540	N-DSM	『N-DSM』
103723	G1063	CONJ	『CONJ』
103724	G2398	A-DSM	『A-DSM』
103725	G2325	V-FAI-1P	『V-FAI-1P』
103726	G3361	PRT-N	『PRT-N』
103727	G1590	V-PPP-NPM	『V-PPP-NPM』
103728	G686	CONJ	『CONJ』
103729	G3767	CONJ	『CONJ』
103730	G5613	CONJ	『CONJ』
103731	G2540	N-ASM	『N-ASM』
103732	G2192	V-PAI-1P	『V-PAI-1P』
103733	G2038	V-PNS-1P	『V-PNS-1P』
103734	G3588	T-ASN	『T-ASN』
103735	G18	A-ASN	『A-ASN』
103736	G4314	PREP	『PREP』
103737	G3956	A-APM	『A-APM』
103738	G3122	ADV	『ADV』
103739	G1161	CONJ	『CONJ』
103740	G4314	PREP	『PREP』
103741	G3588	T-APM	『T-APM』
103742	G3609	A-APM	『A-APM』
103743	G3588	T-GSF	『T-GSF』
103744	G4102	N-GSF	『N-GSF』
103745	G1492	V-2AAM-2P	『V-2AAM-2P』
103746	G4080	I-DPN	『I-DPN』
103747	G4771	P-2DP	『P-2DP』
103748	G1121	N-DPN	『N-DPN』
103749	G1125	V-2AAI-1S	『V-2AAI-1S』
103750	G3588	T-DSF	『T-DSF』
103751	G1699	S-1SDSF	『S-1SDSF』
103752	G5495	N-DSF	『N-DSF』
103753	G3745	K-NPM	『K-NPM』
103754	G2309	V-PAI-3P	『V-PAI-3P』
103755	G2146	V-AAN	『V-AAN』
103756	G1722	PREP	『PREP』
103757	G4561	N-DSF	『N-DSF』
103758	G3778	D-NPM	『D-NPM』
103759	G315	V-PAI-3P	『V-PAI-3P』
103760	G4771	P-2AP	『P-2AP』
103761	G4059	V-PPN	『V-PPN』
103762	G3441	A-ASN	『A-ASN』
103763	G2443	CONJ	『CONJ』
103764	G3588	T-DSM	『T-DSM』
103765	G4716	N-DSM	『N-DSM』
103766	G3588	T-GSM	『T-GSM』
103767	G5547	N-GSM-T	『N-GSM-T』
103768	G3361	PRT-N	『PRT-N』
103769	G1377	V-PPS-3P	『V-PPS-3P』
103770	G3761	CONJ-N	『CONJ-N』
103771	G1063	CONJ	『CONJ』
103772	G3588	T-NPM	『T-NPM』
103773	G4059	V-PPP-NPM	『V-PPP-NPM』
103774	G846	P-NPM	『P-NPM』
103775	G3551	N-ASM	『N-ASM』
103776	G5442	V-PAI-3P	『V-PAI-3P』
103777	G235	CONJ	『CONJ』
103778	G2309	V-PAI-3P	『V-PAI-3P』
103779	G4771	P-2AP	『P-2AP』
103780	G4059	V-PPN	『V-PPN』
103781	G2443	CONJ	『CONJ』
103782	G1722	PREP	『PREP』
103783	G3588	T-DSF	『T-DSF』
103784	G5212	A-DSF	『A-DSF』
103785	G4561	N-DSF	『N-DSF』
103786	G2744	V-ADS-3P	『V-ADS-3P』
103787	G1473	P-1DS	『P-1DS』
103788	G1161	CONJ	『CONJ』
103789	G3361	PRT-N	『PRT-N』
103790	G1096	V-2ADO-3S	『V-2ADO-3S』
103791	G2744	V-PNN	『V-PNN』
103792	G1487	CONJ	『CONJ』
103793	G3361	PRT-N	『PRT-N』
103794	G1722	PREP	『PREP』
103795	G3588	T-DSM	『T-DSM』
103796	G4716	N-DSM	『N-DSM』
103797	G3588	T-GSM	『T-GSM』
103798	G2962	N-GSM	『N-GSM』
103799	G1473	P-1GP	『P-1GP』
103800	G2424	N-GSM-P	『N-GSM-P』
103801	G5547	N-GSM-T	『N-GSM-T』
103802	G1223	PREP	『PREP』
103803	G3739	R-GSM	『R-GSM』
103804	G1473	P-1DS	『P-1DS』
103805	G2889	N-NSM	『N-NSM』
103806	G4717	V-RPI-3S	『V-RPI-3S』
103807	G2504	P-1NS-K	『P-1NS-K』
103808	G2889	N-DSM	『N-DSM』
103809	G3777	CONJ-N	『CONJ-N』
103810	G1063	CONJ	『CONJ』
103811	G4061	N-NSF	『N-NSF』
103812	G5101	I-NSN	『I-NSN』
103813	G1510	V-PAI-3S	『V-PAI-3S』
103814	G3777	CONJ-N	『CONJ-N』
103815	G203	N-NSF	『N-NSF』
103816	G235	CONJ	『CONJ』
103817	G2537	A-NSF	『A-NSF』
103818	G2937	N-NSF	『N-NSF』
103819	G2532	CONJ	『CONJ』
103820	G3745	K-NPM	『K-NPM』
103821	G3588	T-DSM	『T-DSM』
103822	G2583	N-DSM	『N-DSM』
103823	G3778	D-DSM	『D-DSM』
103824	G4748	V-FAI-3P	『V-FAI-3P』
103825	G1515	N-NSF	『N-NSF』
103826	G1909	PREP	『PREP』
103827	G846	P-APM	『P-APM』
103828	G2532	CONJ	『CONJ』
103829	G1656	N-NSN	『N-NSN』
103830	G2532	CONJ	『CONJ』
103831	G1909	PREP	『PREP』
103832	G3588	T-ASM	『T-ASM』
103833	G2474	N-ASM-L	『N-ASM-L』
103834	G3588	T-GSM	『T-GSM』
103835	G2316	N-GSM	『N-GSM』
103836	G3588	T-GSN	『T-GSN』
103837	G3064	A-GSN	『A-GSN』
103838	G2873	N-APM	『N-APM』
103839	G1473	P-1DS	『P-1DS』
103840	G3367	A-NSM	『A-NSM』
103841	G3930	V-PAM-3S	『V-PAM-3S』
103842	G1473	P-1NS	『P-1NS』
103843	G1063	CONJ	『CONJ』
103844	G3588	T-APN	『T-APN』
103845	G4742	N-APN	『N-APN』
103846	G3588	T-GSM	『T-GSM』
103847	G2424	N-GSM-P	『N-GSM-P』
103848	G1722	PREP	『PREP』
103849	G3588	T-DSN	『T-DSN』
103850	G4983	N-DSN	『N-DSN』
103851	G1473	P-1GS	『P-1GS』
103852	G941	V-PAI-1S	『V-PAI-1S』
103853	G3588	T-NSF	『T-NSF』
103854	G5485	N-NSF	『N-NSF』
103855	G3588	T-GSM	『T-GSM』
103856	G2962	N-GSM	『N-GSM』
103857	G1473	P-1GP	『P-1GP』
103858	G2424	N-GSM-P	『N-GSM-P』
103859	G5547	N-GSM-T	『N-GSM-T』
103860	G3326	PREP	『PREP』
103861	G3588	T-GSN	『T-GSN』
103862	G4151	N-GSN	『N-GSN』
103863	G4771	P-2GP	『P-2GP』
103864	G80	N-VPM	『N-VPM』
103865	G281	HEB	『HEB』
103866	G3972	N-NSM-P	『N-NSM-P』
103867	G652	N-NSM	『N-NSM』
103868	G5547	N-GSM-T	『N-GSM-T』
103869	G2424	N-GSM-P	『N-GSM-P』
103870	G1223	PREP	『PREP』
103871	G2307	N-GSN	『N-GSN』
103872	G2316	N-GSM	『N-GSM』
103873	G3588	T-DPM	『T-DPM』
103874	G40	A-DPM	『A-DPM』
103875	G3588	T-DPM	『T-DPM』
103876	G1510	V-PAP-DPM	『V-PAP-DPM』
103877	G1722	PREP	『PREP』
103878	G2181	N-DSF-L	『N-DSF-L』
103879	G2532	CONJ	『CONJ』
103880	G4103	A-DPM	『A-DPM』
103881	G1722	PREP	『PREP』
103882	G5547	N-DSM-T	『N-DSM-T』
103883	G2424	N-DSM-P	『N-DSM-P』
103884	G5485	N-NSF	『N-NSF』
103885	G4771	P-2DP	『P-2DP』
103886	G2532	CONJ	『CONJ』
103887	G1515	N-NSF	『N-NSF』
103888	G575	PREP	『PREP』
103889	G2316	N-GSM	『N-GSM』
103890	G3962	N-GSM	『N-GSM』
103891	G1473	P-1GP	『P-1GP』
103892	G2532	CONJ	『CONJ』
103893	G2962	N-GSM	『N-GSM』
103894	G2424	N-GSM-P	『N-GSM-P』
103895	G5547	N-GSM-T	『N-GSM-T』
103896	G2128	A-NSM	『A-NSM』
103897	G3588	T-NSM	『T-NSM』
103898	G2316	N-NSM	『N-NSM』
103899	G2532	CONJ	『CONJ』
103900	G3962	N-NSM	『N-NSM』
103901	G3588	T-GSM	『T-GSM』
103902	G2962	N-GSM	『N-GSM』
103903	G1473	P-1GP	『P-1GP』
103904	G2424	N-GSM-P	『N-GSM-P』
103905	G5547	N-GSM-T	『N-GSM-T』
103906	G3588	T-NSM	『T-NSM』
103907	G2127	V-AAP-NSM	『V-AAP-NSM』
103908	G1473	P-1AP	『P-1AP』
103909	G1722	PREP	『PREP』
103910	G3956	A-DSF	『A-DSF』
103911	G2129	N-DSF	『N-DSF』
103912	G4152	A-DSF	『A-DSF』
103913	G1722	PREP	『PREP』
103914	G3588	T-DPN	『T-DPN』
103915	G2032	A-DPN	『A-DPN』
103916	G1722	PREP	『PREP』
103917	G5547	N-DSM-T	『N-DSM-T』
103918	G2531	CONJ	『CONJ』
103919	G1586	V-AMI-3S	『V-AMI-3S』
103920	G1473	P-1AP	『P-1AP』
103921	G1722	PREP	『PREP』
103922	G846	P-DSM	『P-DSM』
103923	G4253	PREP	『PREP』
103924	G2602	N-GSF	『N-GSF』
103925	G2889	N-GSM	『N-GSM』
103926	G1510	V-PAN	『V-PAN』
103927	G1473	P-1AP	『P-1AP』
103928	G40	A-APM	『A-APM』
103929	G2532	CONJ	『CONJ』
103930	G299	A-APM	『A-APM』
103931	G2714	PREP	『PREP』
103932	G846	P-GSM	『P-GSM』
103933	G1722	PREP	『PREP』
103934	G26	N-DSF	『N-DSF』
103935	G4309	V-AAP-NSM	『V-AAP-NSM』
103936	G1473	P-1AP	『P-1AP』
103937	G1519	PREP	『PREP』
103938	G5206	N-ASF	『N-ASF』
103939	G1223	PREP	『PREP』
103940	G2424	N-GSM-P	『N-GSM-P』
103941	G5547	N-GSM-T	『N-GSM-T』
103942	G1519	PREP	『PREP』
103943	G846	P-ASM	『P-ASM』
103944	G2596	PREP	『PREP』
103945	G3588	T-ASF	『T-ASF』
103946	G2107	N-ASF	『N-ASF』
103947	G3588	T-GSN	『T-GSN』
103948	G2307	N-GSN	『N-GSN』
103949	G846	P-GSM	『P-GSM』
103950	G1519	PREP	『PREP』
103951	G1868	N-ASM	『N-ASM』
103952	G1391	N-GSF	『N-GSF』
103953	G3588	T-GSF	『T-GSF』
103954	G5485	N-GSF	『N-GSF』
103955	G846	P-GSM	『P-GSM』
103956	G3739	R-GSF	『R-GSF』
103957	G5487	V-AAI-3S	『V-AAI-3S』
103958	G1473	P-1AP	『P-1AP』
103959	G1722	PREP	『PREP』
103960	G3588	T-DSM	『T-DSM』
103961	G25	V-RPP-DSM	『V-RPP-DSM』
103962	G1722	PREP	『PREP』
103963	G3739	R-DSM	『R-DSM』
103964	G2192	V-PAI-1P	『V-PAI-1P』
103965	G3588	T-ASF	『T-ASF』
103966	G629	N-ASF	『N-ASF』
103967	G1223	PREP	『PREP』
103968	G3588	T-GSN	『T-GSN』
103969	G129	N-GSN	『N-GSN』
103970	G846	P-GSM	『P-GSM』
103971	G3588	T-ASF	『T-ASF』
103972	G859	N-ASF	『N-ASF』
103973	G3588	T-GPN	『T-GPN』
103974	G3900	N-GPN	『N-GPN』
103975	G2596	PREP	『PREP』
103976	G3588	T-ASN	『T-ASN』
103977	G4149	N-ASN	『N-ASN』
103978	G3588	T-GSF	『T-GSF』
103979	G5485	N-GSF	『N-GSF』
103980	G846	P-GSM	『P-GSM』
103981	G3739	R-GSF	『R-GSF』
103982	G4052	V-AAI-3S	『V-AAI-3S』
103983	G1519	PREP	『PREP』
103984	G1473	P-1AP	『P-1AP』
103985	G1722	PREP	『PREP』
103986	G3956	A-DSF	『A-DSF』
103987	G4678	N-DSF	『N-DSF』
103988	G2532	CONJ	『CONJ』
103989	G5428	N-DSF	『N-DSF』
103990	G1107	V-AAP-NSM	『V-AAP-NSM』
103991	G1473	P-1DP	『P-1DP』
103992	G3588	T-ASN	『T-ASN』
103993	G3466	N-ASN	『N-ASN』
103994	G3588	T-GSN	『T-GSN』
103995	G2307	N-GSN	『N-GSN』
103996	G846	P-GSM	『P-GSM』
103997	G2596	PREP	『PREP』
103998	G3588	T-ASF	『T-ASF』
103999	G2107	N-ASF	『N-ASF』
104000	G846	P-GSM	『P-GSM』
104001	G3739	R-ASF	『R-ASF』
104002	G4388	V-2AMI-3S	『V-2AMI-3S』
104003	G1722	PREP	『PREP』
104004	G846	P-DSM	『P-DSM』
104005	G1519	PREP	『PREP』
104006	G3622	N-ASF	『N-ASF』
104007	G3588	T-GSN	『T-GSN』
104008	G4138	N-GSN	『N-GSN』
104009	G3588	T-GPM	『T-GPM』
104010	G2540	N-GPM	『N-GPM』
104011	G346	V-ADN	『V-ADN』
104012	G3588	T-APN	『T-APN』
104013	G3956	A-APN	『A-APN』
104014	G1722	PREP	『PREP』
104015	G3588	T-DSM	『T-DSM』
104016	G5547	N-DSM-T	『N-DSM-T』
104017	G3588	T-APN	『T-APN』
104018	G1909	PREP	『PREP』
104019	G3588	T-DPM	『T-DPM』
104020	G3772	N-DPM	『N-DPM』
104021	G2532	CONJ	『CONJ』
104022	G3588	T-APN	『T-APN』
104023	G1909	PREP	『PREP』
104024	G3588	T-GSF	『T-GSF』
104025	G1093	N-GSF	『N-GSF』
104026	G1722	PREP	『PREP』
104027	G846	P-DSM	『P-DSM』
104028	G1722	PREP	『PREP』
104029	G3739	R-DSM	『R-DSM』
104030	G2532	CONJ	『CONJ』
104031	G2820	V-API-1P	『V-API-1P』
104032	G4309	V-APP-NPM	『V-APP-NPM』
104033	G2596	PREP	『PREP』
104034	G4286	N-ASF	『N-ASF』
104035	G3588	T-GSM	『T-GSM』
104036	G3588	T-APN	『T-APN』
104037	G3956	A-APN	『A-APN』
104038	G1754	V-PAP-GSM	『V-PAP-GSM』
104039	G2596	PREP	『PREP』
104040	G3588	T-ASF	『T-ASF』
104041	G1012	N-ASF	『N-ASF』
104042	G3588	T-GSN	『T-GSN』
104043	G2307	N-GSN	『N-GSN』
104044	G846	P-GSM	『P-GSM』
104045	G1519	PREP	『PREP』
104046	G3588	T-ASN	『T-ASN』
104047	G1510	V-PAN	『V-PAN』
104048	G1473	P-1AP	『P-1AP』
104049	G1519	PREP	『PREP』
104050	G1868	N-ASM	『N-ASM』
104051	G1391	N-GSF	『N-GSF』
104052	G846	P-GSM	『P-GSM』
104053	G3588	T-APM	『T-APM』
104054	G4276	V-RAP-APM	『V-RAP-APM』
104055	G1722	PREP	『PREP』
104056	G3588	T-DSM	『T-DSM』
104057	G5547	N-DSM-T	『N-DSM-T』
104058	G1722	PREP	『PREP』
104059	G3739	R-DSM	『R-DSM』
104060	G2532	CONJ	『CONJ』
104061	G4771	P-2NP	『P-2NP』
104062	G191	V-AAP-NPM	『V-AAP-NPM』
104063	G3588	T-ASM	『T-ASM』
104064	G3056	N-ASM	『N-ASM』
104065	G3588	T-GSF	『T-GSF』
104066	G225	N-GSF	『N-GSF』
104067	G3588	T-ASN	『T-ASN』
104068	G2098	N-ASN	『N-ASN』
104069	G3588	T-GSF	『T-GSF』
104070	G4991	N-GSF	『N-GSF』
104071	G4771	P-2GP	『P-2GP』
104072	G1722	PREP	『PREP』
104073	G3739	R-DSM	『R-DSM』
104074	G2532	CONJ	『CONJ』
104075	G4100	V-AAP-NPM	『V-AAP-NPM』
104076	G4972	V-API-2P	『V-API-2P』
104077	G3588	T-DSN	『T-DSN』
104078	G4151	N-DSN	『N-DSN』
104079	G3588	T-GSF	『T-GSF』
104080	G1860	N-GSF	『N-GSF』
104081	G3588	T-DSN	『T-DSN』
104082	G40	A-DSN	『A-DSN』
104083	G3739	R-NSN	『R-NSN』
104084	G1510	V-PAI-3S	『V-PAI-3S』
104085	G728	N-NSM	『N-NSM』
104086	G3588	T-GSF	『T-GSF』
104087	G2817	N-GSF	『N-GSF』
104088	G1473	P-1GP	『P-1GP』
104089	G1519	PREP	『PREP』
104090	G629	N-ASF	『N-ASF』
104091	G3588	T-GSF	『T-GSF』
104092	G4047	N-GSF	『N-GSF』
104093	G1519	PREP	『PREP』
104094	G1868	N-ASM	『N-ASM』
104095	G3588	T-GSF	『T-GSF』
104096	G1391	N-GSF	『N-GSF』
104097	G846	P-GSM	『P-GSM』
104098	G1223	PREP	『PREP』
104099	G3778	D-ASN	『D-ASN』
104100	G2504	P-1NS-K	『P-1NS-K』
104101	G191	V-AAP-NSM	『V-AAP-NSM』
104102	G3588	T-ASF	『T-ASF』
104103	G2596	PREP	『PREP』
104104	G4771	P-2AP	『P-2AP』
104105	G4102	N-ASF	『N-ASF』
104106	G1722	PREP	『PREP』
104107	G3588	T-DSM	『T-DSM』
104108	G2962	N-DSM	『N-DSM』
104109	G2424	N-DSM-P	『N-DSM-P』
104110	G2532	CONJ	『CONJ』
104111	G3588	T-ASF	『T-ASF』
104112	G26	N-ASF	『N-ASF』
104113	G3588	T-ASF	『T-ASF』
104114	G1519	PREP	『PREP』
104115	G3956	A-APM	『A-APM』
104116	G3588	T-APM	『T-APM』
104117	G40	A-APM	『A-APM』
104118	G3756	PRT-N	『PRT-N』
104119	G3973	V-PMI-1S	『V-PMI-1S』
104120	G2168	V-PAP-NSM	『V-PAP-NSM』
104121	G5228	PREP	『PREP』
104122	G4771	P-2GP	『P-2GP』
104123	G3417	N-ASF	『N-ASF』
104124	G4160	V-PMP-NSM	『V-PMP-NSM』
104125	G1909	PREP	『PREP』
104126	G3588	T-GPF	『T-GPF』
104127	G4335	N-GPF	『N-GPF』
104128	G1473	P-1GS	『P-1GS』
104129	G2443	CONJ	『CONJ』
104130	G3588	T-NSM	『T-NSM』
104131	G2316	N-NSM	『N-NSM』
104132	G3588	T-GSM	『T-GSM』
104133	G2962	N-GSM	『N-GSM』
104134	G1473	P-1GP	『P-1GP』
104135	G2424	N-GSM-P	『N-GSM-P』
104136	G5547	N-GSM-T	『N-GSM-T』
104137	G3588	T-NSM	『T-NSM』
104138	G3962	N-NSM	『N-NSM』
104139	G3588	T-GSF	『T-GSF』
104140	G1391	N-GSF	『N-GSF』
104141	G1325	V-2AAS-3S	『V-2AAS-3S』
104142	G4771	P-2DP	『P-2DP』
104143	G4151	N-ASN	『N-ASN』
104144	G4678	N-GSF	『N-GSF』
104145	G2532	CONJ	『CONJ』
104146	G602	N-GSF	『N-GSF』
104147	G1722	PREP	『PREP』
104148	G1922	N-DSF	『N-DSF』
104149	G846	P-GSM	『P-GSM』
104150	G5461	V-RPP-APM	『V-RPP-APM』
104151	G3588	T-APM	『T-APM』
104152	G3788	N-APM	『N-APM』
104153	G3588	T-GSF	『T-GSF』
104154	G2588	N-GSF	『N-GSF』
104155	G4771	P-2GP	『P-2GP』
104156	G1519	PREP	『PREP』
104157	G3588	T-ASN	『T-ASN』
104158	G1492	V-RAN	『V-RAN』
104159	G4771	P-2AP	『P-2AP』
104160	G5101	I-NSF	『I-NSF』
104161	G1510	V-PAI-3S	『V-PAI-3S』
104162	G3588	T-NSF	『T-NSF』
104163	G1680	N-NSF	『N-NSF』
104164	G3588	T-GSF	『T-GSF』
104165	G2821	N-GSF	『N-GSF』
104166	G846	P-GSM	『P-GSM』
104167	G5101	I-NSM	『I-NSM』
104168	G3588	T-NSM	『T-NSM』
104169	G4149	N-NSM	『N-NSM』
104170	G3588	T-GSF	『T-GSF』
104171	G1391	N-GSF	『N-GSF』
104172	G3588	T-GSF	『T-GSF』
104173	G2817	N-GSF	『N-GSF』
104174	G846	P-GSM	『P-GSM』
104175	G1722	PREP	『PREP』
